Id,Mean,Std,TMnonouverts,NbEnvie1,NbEnvie2,NbEnvie3,Problems_nonattribue,Problems_pasassez,Problems_tropnombreux
223,1.9774774774774775,0.8317440309221363,"[14, 5, 17]",9,13,6,4,0,6
224,2.099099099099099,0.806702185118088,"[14, 5, 17]",9,4,8,2,0,6
225,2.0585585585585586,0.7851527756881226,"[5, 14]",9,3,9,0,0,8
226,2.081081081081081,0.8308000302291102,"[14, 5]",9,21,6,3,0,6
227,2.130630630630631,0.7936732624728556,"[5, 14]",9,2,8,1,0,6
228,2.1126126126126126,0.7964419879703688,"[14, 5]",9,18,6,2,0,7
229,2.0405405405405403,0.8310575913066944,"[17, 14, 5]",9,6,6,2,0,7
230,1.9414414414414414,0.7908948444176505,"[5, 14, 17]",9,3,6,1,0,7
231,1.936936936936937,0.8103323632877316,"[5, 17, 14]",9,0,7,1,0,6
232,1.9864864864864864,0.848099977723587,"[5, 14]",9,13,8,2,0,6
233,1.9684684684684686,0.8149598976316993,"[14, 5, 17]",9,10,6,1,0,6
234,2.1531531531531534,0.8423002140841003,"[5, 14, 17]",9,21,7,3,0,6
235,1.882882882882883,0.8586924579572929,"[5, 14]",9,0,8,2,0,6
236,1.9594594594594594,0.8033727972057582,"[5, 14]",9,2,6,2,0,5
237,2.126126126126126,0.82513804814701,"[5, 14, 17]",9,18,6,3,0,6
238,2.0855855855855854,0.849204775399029,"[5, 14, 17]",9,1,7,4,0,5
239,1.972972972972973,0.817893325855459,"[5, 14]",9,1,6,3,0,7
240,1.981981981981982,0.8125929892570567,"[5, 14]",9,0,8,0,0,5
241,1.8558558558558558,0.859831056191737,"[14, 5]",9,18,8,2,0,5
242,2.009009009009009,0.812743474086136,"[5, 14]",9,10,6,3,0,9
243,2.1576576576576576,0.7887270860114184,"[5, 17, 14]",9,7,8,1,0,8
244,1.9864864864864864,0.815459949771178,"[14, 5, 17]",9,1,8,2,0,6
245,1.8963963963963963,0.8471862320895914,"[5, 14, 17]",9,1,6,3,0,5
246,2.189189189189189,0.8294741671141705,"[14, 17, 5]",9,1,8,2,0,5
247,2.0765765765765765,0.8658900638688374,"[17, 5, 14]",9,1,6,4,0,5
248,1.954954954954955,0.8226146086363001,"[14, 5, 17]",9,3,9,2,0,5
249,2.054054054054054,0.8384195198005503,"[14, 5, 17]",9,0,9,1,0,5
250,2.2117117117117115,0.7817185776309441,"[5, 14, 17]",9,14,8,0,0,6
251,2.0405405405405403,0.8990571610815489,"[14, 5, 17]",9,10,7,8,0,8
252,1.9954954954954955,0.8210893754172298,"[5, 14]",9,2,6,2,0,9
253,1.945945945945946,0.8275552813385176,"[5, 14]",9,0,8,0,0,6
254,2.108108108108108,0.782747815139657,"[5, 14]",7,12,8,2,0,7
255,2.1036036036036037,0.8310085382083572,"[17, 5, 14]",9,11,8,2,1,8
256,2.2117117117117115,0.8376047231062558,"[14, 5]",9,14,6,5,0,4
257,2.0315315315315314,0.8259898197067457,"[14, 17, 5]",9,19,6,2,0,7
258,2.0045045045045047,0.8155599234068583,"[17, 5, 14]",9,7,8,2,0,8
259,2.018018018018018,0.8181424936680499,"[5, 14]",9,2,6,3,0,5
260,2.1126126126126126,0.8566605812773285,"[5, 17, 14]",9,3,6,6,0,4
261,1.9864864864864864,0.815459949771178,"[14, 5]",9,2,6,3,0,4
262,2.0405405405405403,0.7862941752443775,"[14, 5, 17]",9,6,6,1,0,5
263,2.0945945945945947,0.7873821495197958,"[5, 14, 17]",9,1,8,0,0,8
